Band	HGNC symbol	Gene Start (bp)	Gene End (bp)	Chromosome Name
p21.1	SNORD19	52689248	52689315	3
p21.1	SNORD19B	52690744	52690827	3
p21.1	SNORD69	52692736	52692812	3
p21.1	GLT8D1	52694485	52706083	3
p21.1	SPCS1	52704955	52711146	3
p21.1	NEK4	52708449	52770949	3
p21.1	ITIH1	52777592	52792068	3
p21.1	ITIH3	52794768	52809009	3
p21.1	ITIH4	52812975	52831479	3
p21.1	MUSTN1	52833114	52835219	3
p21.1	TMEM110-MUSTN1	52833121	52897562	3
p21.1	TMEM110	52836219	52897596	3
p21.1	SFMBT1	52903572	53046750	3
p21.1	RFT1	53088483	53130462	3
p21.1	PRKCD	53156009	53192717	3
p21.1	TKT	53224707	53256052	3
p21.1	DCP1A	53283428	53347610	3
p21.1	CACNA1D	53328963	53813733	3
p21.1	CHDH	53812335	53846390	3
p21.1	IL17RB	53846580	53865800	3
p21.1	ACTR8	53867066	53882202	3
p21.1	CACNA2D3	54122547	55074557	3
p14.3	ESRG	54632122	54639857	3
p14.3	LRTM1	54918237	54967088	3
p14.3	WNT5A	55465715	55490539	3
p14.3	ERC2	55508308	56468363	3
p14.3	MIR3938	55852492	55852594	3
p14.3	CCDC66	56557161	56621818	3
p14.3	FAM208A	56620133	56683237	3
p14.3	ARHGEF3	56727418	57079329	3
p14.3	SPATA12	57060441	57075432	3
p14.3	IL17RD	57089982	57170306	3
p14.3	HESX1	57197843	57226521	3
p14.3	APPL1	57227737	57273468	3
p14.3	ASB14	57268347	57292682	3
p14.3	DNAH12	57293699	57544344	3
p14.3	PDE12	57556276	57566844	3
p14.3	ARF4	57571363	57598220	3
p14.3	SLMAP	57755450	57929168	3
p14.3	FLNB	58008400	58172251	3
p14.3	DNASE1L3	58192257	58214697	3
p14.3	ABHD6	58237506	58295693	3
p14.3	RPP14	58306247	58324695	3
p14.3	PXK	58332880	58426126	3
p14.3	PDHB	58427630	58433857	3
p14.3	KCTD6	58492114	58502360	3
p14.3	ACOX2	58505136	58537319	3
p14.2	FAM107A	58564117	58627610	3
p14.2	FAM3D	58633946	58666848	3
p14.2	C3orf67	58717365	59050084	3
p14.2	FHIT	59749310	61251459	3
p14.2	PTPRG	61561569	62297613	3
p14.2	C3orf14	62318973	62336213	3
p14.2	FEZF2	62369681	62374324	3
p14.2	CADPS	62398346	62875389	3
p14.2	SYNPR	63228315	63616921	3
p14.2	SNTN	63652668	63679020	3
p14.1	C3orf49	63819362	63848636	3
p14.1	THOC7	63833870	63863903	3
p14.1	ATXN7	63864557	64003462	3
p14.1	PSMD6	64010549	64024010	3
p14.1	PRICKLE2	64093867	64445476	3
p14.1	ADAMTS9	64515654	64688000	3
p14.1	ADAMTS9-AS2	64684909	65011468	3
p14.1	MAGI1	65353525	66038834	3
p14.1	SLC25A26	66133610	66388116	3
p14.1	LRIG1	66378797	66501263	3
p14.1	KBTBD8	66998307	67011210	3
p14.1	MIR4272	67225464	67225527	3
p14.1	SUCLG2	67360460	67654614	3
p14.1	FAM19A1	68004216	68545625	3
p14.1	FAM19A4	68731766	68953297	3
p14.1	TMF1	69019827	69052303	3
p14.1	MIR3136	69048958	69049035	3
p14.1	UBA3	69054730	69080408	3
p14.1	ARL6IP5	69084944	69106066	3
p14.1	LMOD3	69106872	69123032	3
p14.1	FRMD4B	69169990	69542583	3
p13	MITF	69739435	69968337	3
p13	FOXP1	70954693	71583989	3
p13	MIR1284	71541970	71542089	3
p13	EIF4E3	71675416	71754773	3
p13	GPR27	71754050	71756496	3
p13	PROK2	71771656	71785206	3
p13	RYBP	72371825	72446918	3
p13	SHQ1	72749277	72861914	3
p13	GXYLT2	72888073	72998138	3
p13	PPP4R2	72996785	73069199	3
p13	EBLN2	73061659	73063337	3
p13	PDZRN3	73382433	73624940	3
p12.3	CNTN3	74262568	74521140	3
p12.3	FAM86DP	75421552	75435110	3
p12.3	FRG2C	75664330	75667220	3
p12.3	ZNF717	75709643	75785583	3
p12.3	MIR4273	75738280	75738363	3
p12.3	ROBO2	75906695	77649964	3
p12.3	ROBO1	78597240	79767815	3
p12.2	GBE1	81489699	81762161	3
p12.1	CADM2	84958981	86074429	3
p12.1	VGLL3	86876388	86991119	3
p11.2	MIR4795	87226189	87226277	3
p11.2	CHMP2B	87227271	87255548	3
p11.2	POU1F1	87259404	87276587	3
p11.1	HTR1F	87990696	87993835	3
p11.1	CGGBP1	88051944	88149885	3
p11.1	ZNF654	88059274	88144665	3
p11.1	C3orf38	88149743	88168729	3
p11.1	EPHA3	89107524	89482134	3
q11.1	PROS1	93873033	93974066	3
q11.1	ARL13B	93980139	94055668	3
q11.2	STX19	94014369	94028610	3
q11.2	DHFRL1	94047836	94063389	3
q11.2	NSUN3	94062916	94128545	3
q11.2	EPHA6	96814581	97752460	3
q11.2	ARL6	97764521	97801242	3
q11.2	MINA	97941818	97972457	3
q11.2	GABRR3	97986673	98035304	3
q11.2	OR5AC2	98087173	98088102	3
q11.2	OR5H1	98132698	98133639	3
q11.2	OR5H14	98149326	98150405	3
q11.2	OR5H15	98168700	98198138	3
q11.2	OR5H6	98264285	98265262	3
q11.2	OR5H2	98282888	98283832	3
q11.2	OR5K4	98353854	98354819	3
q11.2	OR5K3	98390666	98391631	3
q11.2	OR5K1	98469480	98470576	3
q11.2	OR5K2	98497604	98498663	3
q11.2	CLDND1	98497912	98523066	3
q11.2	CPOX	98521132	98593723	3
q11.2	GPR15	98531899	98533150	3
q12.1	ST3GAL6	98732236	98821201	3
q12.1	DCBLD2	98795941	98901689	3
q12.1	COL8A1	99638475	99799226	3
q12.1	FILIP1L	99830141	100114513	3
q12.1	MIR3921	99964314	99964398	3
q12.1	TMEM30C	100185687	100211766	3
q12.1	TBC1D23	100261000	100325251	3
q12.2	NIT2	100334701	100361635	3
q12.2	LNP1	100401193	100456319	3
q12.2	TMEM45A	100492619	100577444	3
q12.2	TFG	100709331	100748966	3
q12.2	ABI3BP	100749156	100993515	3
q12.3	IMPG2	101222546	101320560	3
q12.3	SENP7	101324205	101513241	3
q12.3	FAM172BP	101521891	101522979	3
q12.3	PCNP	101574095	101594437	3
q12.3	ZBTB11	101648889	101677495	3
q12.3	RPL24	101681091	101686782	3
q12.3	CEP97	101723925	101770562	3
q12.3	NFKBIZ	101827991	101861022	3
q12.3	ZPLD1	102099244	102479841	3
q13.11	ALCAM	105366909	105576900	3
q13.11	CBLB	105655461	105869552	3
q13.12	CCDC54	107377194	107378637	3
q13.12	BBX	107522936	107811324	3
q13.12	CD47	108043298	108091025	3
q13.13	IFT57	108160812	108222570	3
q13.13	HHLA2	108296490	108378285	3
q13.13	MYH15	108380369	108529322	3
q13.13	KIAA1524	108549869	108589644	3
q13.13	DZIP3	108589682	108694846	3
q13.13	RETNLB	108743424	108757384	3
q13.13	TRAT1	108822698	108855005	3
q13.13	GUCA1C	108907792	108953895	3
q13.13	MORC1	108958239	109118142	3
q13.13	LINC00488	109178165	109185257	3
q13.13	DPPA2	109293788	109316517	3
q13.13	DPPA4	109326141	109337572	3
q13.13	PVRL3-AS1	110893708	111071553	3
q13.13	CD96	111292719	111665750	3
q13.13	ZBED2	111592900	111595443	3
q13.2	PLCXD2	111674676	111846447	3
q13.2	PHLDB2	111732497	111976517	3
q13.2	ABHD10	111979010	111993363	3
q13.2	TAGLN3	111998664	112013887	3
q13.2	TMPRSS7	112034843	112081269	3
q13.2	C3orf52	112086335	112131004	3
q13.2	MIR567	112112801	112112898	3
q13.2	CD200	112332347	112362812	3
q13.2	BTLA	112463968	112499561	3
q13.2	ATG3	112532509	112562046	3
q13.2	SLC35A5	112561709	112585577	3
q13.2	CCDC80	112596794	112649530	3
q13.2	CD200R1L	112815709	112846856	3
q13.2	CD200R1	112921209	112975122	3
q13.2	GTPBP8	112990918	113015060	3
q13.2	BOC	113211003	113287459	3
q13.2	SPICE1	113442718	113515187	3
q13.2	SIDT1	113532296	113629578	3
q13.2	MIR4446	113594876	113594942	3
q13.31	NAA50	113716460	113746300	3
q13.31	ATP6V1A	113747019	113812056	3
q13.31	GRAMD1C	113828182	113947174	3
q13.31	ZDHHC23	113947901	113965401	3
q13.31	DRD3	114128652	114199407	3
q13.31	ZNF80	114234631	114237578	3
q13.31	TIGIT	114276913	114310288	3
q13.31	MIR568	114314501	114329714	3
q13.31	ZBTB20	114314501	115147271	3
q13.31	ZBTB20-AS1	114351811	114388978	3
q13.31	MIR4796	114743445	114743525	3
q13.31	GAP43	115623324	115721490	3
q13.31	LSAMP	115802363	117139389	3
q13.32	IGSF11	118900557	119146068	3
q13.32	IGSF11-AS1	118943073	118948241	3
q13.32	C3orf30	119146150	119160042	3
q13.32	UPK1B	119173517	119205153	3
q13.32	B4GALT4	119211732	119241103	3
q13.32	ARHGAP31	119294373	119420714	3
q13.33	TMEM39A	119429500	119468830	3
q13.33	POGLUT1	119468938	119494708	3
q13.33	TIMMDC1	119498532	119525090	3
q13.33	CD80	119524293	119559602	3
q13.33	ADPRH	119579268	119589945	3
q13.33	PLA1A	119597842	119629811	3
q13.33	POPDC2	119636457	119665324	3
q13.33	COX17	119654513	119677454	3
q13.33	NR1I2	119780484	119818485	3
q13.33	GSK3B	119821323	120094417	3
q13.33	GPR156	120164645	120285094	3
q13.33	LRRC58	120324509	120349339	3
q13.33	FSTL1	120392293	120451253	3
q13.33	NDUFB4	120596309	120602500	3
q13.33	HGD	120628173	120682571	3
q13.33	RABL3	120686681	120742993	3
q13.33	GTF2E1	120742637	120783069	3
q13.33	STXBP5L	120908072	121424761	3
q13.33	POLQ	121431427	121546641	3
q13.33	ARGFX	121570704	121586634	3
q13.33	FBXO40	121593119	121630295	3
q13.33	HCLS1	121631399	121660927	3
q13.33	GOLGB1	121663199	121749767	3
q13.33	IQCB1	121769763	121835079	3
q13.33	EAF2	121835183	121886526	3
q13.33	SLC15A2	121894089	121944102	3
q13.33	ILDR1	121987323	122022204	3
q13.33	CD86	122055366	122121139	3
q13.33	CASR	122184334	122286497	3
q21.1	CASR	122254190	122285191	3
q21.1	CSTA	122325244	122341972	3
q21.1	CCDC58	122359591	122383231	3
q21.1	FAM162A	122384176	122412334	3
q21.1	WDR5B	122412332	122416051	3
q21.1	KPNA1	122421949	122514945	3
q21.1	PARP9	122527924	122564577	3
q21.1	DTX3L	122564238	122575203	3
q21.1	PARP15	122577602	122639047	3
q21.1	PARP14	122680618	122730840	3
q21.1	HSPBAP1	122740003	122793824	3
q21.1	DIRC2	122794795	122881139	3
q21.1	SEMA5B	122909193	123028605	3
q21.1	PDIA5	123067062	123225227	3
q21.1	SEC22A	123201927	123274130	3
q21.1	ADCY5	123282296	123449758	3
q21.1	MYLK-AS1	123585542	123644568	3
q21.1	MYLK	123610049	123884331	3
q21.1	CCDC14	123897305	123961408	3
q21.1	ROPN1	123968521	123992178	3
q21.1	KALRN	124080023	124726325	3
q21.2	UMPS	124730366	124749273	3
q21.2	ITGB5	124761948	124901418	3
q21.2	MUC13	124905442	124953819	3
q21.2	HEG1	124965710	125055958	3
q21.2	SLC12A8	125082636	125212864	3
q21.2	ZNF148	125225561	125375354	3
q21.2	SNX4	125446644	125520197	3
q21.2	OSBPL11	125528858	125595090	3
q21.2	MIR548I1	125790404	125790552	3
q21.2	ALG1L	125929275	125937039	3
q21.2	ROPN1B	125969144	125983454	3
q21.3	SLC41A3	126006355	126101561	3
q21.3	ALDH1L1	126103562	126197994	3
q21.3	KLF15	126342635	126357442	3
q21.3	ZXDC	126437601	126475919	3
q21.3	UROC1	126481281	126517773	3
q21.3	CHST13	126524283	126543291	3
q21.3	C3orf22	126526999	126558965	3
q21.3	TXNRD3NB	126571779	126608555	3
q21.3	TXNRD3NB	126571789	126572636	3
q21.3	TXNRD3	126607052	126655155	3
q21.3	NUP210P1	126660609	126671939	3
q21.3	CHCHD6	126704220	126960406	3
q21.3	PLXNA1	126988594	127037392	3
q21.3	TPRA1	127573069	127598251	3
q21.3	MCM2	127598223	127622436	3
q21.3	PODXL2	127629181	127672809	3
q21.3	ABTB1	127672935	127680920	3
q21.3	MGLL	127689062	127823250	3
q21.3	KBTBD12	127915232	127987671	3
q21.3	SEC61A1	128051641	128071683	3
q21.3	RUVBL1	128064778	128153914	3
q21.3	EEFSEC	128153454	128408646	3
q21.3	DNAJB8	128462439	128467248	3
q21.3	DNAJB8-AS1	128463594	128472317	3
q21.3	GATA2	128479427	128493185	3
q21.3	RPN1	128619970	128681075	3
q21.3	RAB7A	128726122	128814796	3
q21.3	ACAD9	128879596	128916067	3
q21.3	KIAA1257	128909866	129002690	3
q21.3	GP9	129060767	129062406	3
q21.3	RAB43	129087569	129122801	3
q21.3	ISY1-RAB43	129087575	129161036	3
q21.3	ISY1	129127415	129161293	3
q21.3	CNBP	129169484	129183922	3
q21.3	COPG1	129249606	129277773	3
q21.3	H1FX	129314771	129316277	3
q21.3	H1FX-AS1	129315392	129326225	3
q21.3	RPL32P3	129382922	129399655	3
q21.3	SNORA7B	129397210	129397348	3
q21.3	MBD4	129430944	129440179	3
q21.3	IFT122	129440036	129520507	3
q22.1	RHO	129528640	129535169	3
q22.1	H1FOO	129543214	129551467	3
q22.1	PLXND1	129555175	129606818	3
q22.1	TMCC1	129647792	129893576	3
q22.1	TRH	129974305	129977938	3
q22.1	ALG1L2	130081831	130113227	3
q22.1	FAM86HP	130099092	130111472	3
q22.1	COL6A4P2	130212823	130273806	3
q22.1	COL6A5	130345516	130484844	3
q22.1	COL6A6	130560334	130678155	3
q22.1	PIK3R4	130678935	130746829	3
q22.1	ATP2C1	130850595	131016712	3
q22.1	ASTE1	131013875	131027649	3
q22.1	NEK11	131026850	131350465	3
q22.1	NUDT16P1	131361898	131365122	3
q22.1	NUDT16	131381671	131388830	3
q22.1	MRPL3	131462212	131502983	3
q22.1	SNORA58	131479097	131479233	3
q22.1	CPNE4	131533555	132285410	3
q22.1	ACPP	132317367	132368298	3
q22.1	DNAJC13	132417526	132539032	3
q22.1	ACAD11	132558138	132660723	3
q22.1	NPHP3-ACAD11	132558142	132722459	3
q22.1	UBA5	132654446	132678097	3
q22.1	NPHP3	132680609	132722442	3
q22.1	NPHP3-AS1	132721750	132874223	3
q22.1	TMEM108	133038391	133397792	3
q22.1	BFSP2	133399995	133475222	3
q22.1	CDV3	133573730	133590261	3
q22.1	TOPBP1	133598175	133661893	3
q22.1	TF	133745956	133779006	3
q22.1	SRPRB	133784033	133825772	3
q22.1	RAB6B	133824239	133895836	3
q22.1	C3orf36	133928145	133929812	3
q22.2	SLCO2A1	133932696	134052184	3
q22.2	RYK	134065303	134250744	3
q22.2	AMOTL2	134355874	134375479	3
q22.2	ANAPC13	134477706	134486716	3
q22.2	CEP63	134485743	134575017	3
q22.2	EPHB1	134597801	135260467	3
q22.2	KY	134603138	134651636	3
q22.2	PPP2R3A	135965673	136147891	3
q22.3	MSL2	136148922	136197241	3
q22.3	PCCB	136250306	136337896	3
q22.3	STAG1	136336233	136752403	3
q22.3	NCK1	136862208	136949823	3
q22.3	IL20RB	136946230	137011085	3
q22.3	SOX14	137764284	137766338	3
q22.3	CLDN18	137998735	138033655	3
q22.3	DZIP1L	138061990	138115818	3
q22.3	A4GNT	138123718	138132387	3
q22.3	DBR1	138161012	138174949	3
q22.3	ARMC8	138187248	138298389	3
q22.3	NME9	138261437	138329886	3
q22.3	MRAS	138347648	138405534	3
q22.3	ESYT3	138434586	138481686	3
q22.3	CEP70	138494344	138594538	3
q22.3	FAIM	138608606	138633376	3
q22.3	PIK3CB	138652699	138834938	3
q22.3	FOXL2	138944224	138947140	3
q23	PRR23A	139005468	139006268	3
q23	MRPS22	139005806	139357223	3
q23	PRR23B	139019031	139020926	3
q23	PRR23C	139042102	139044892	3
q23	BPESC1	139104185	139125171	3
q23	PISRT1	139232992	139233522	3
q23	COPB2	139355600	139389732	3
q23	RBP2	139452884	139480747	3
q23	RBP1	139517434	139539829	3
q23	NMNAT3	139560180	139678017	3
q23	CLSTN2	139935185	140577397	3
q23	TRIM42	140678039	140701150	3
q23	SLC25A36	140941830	140979933	3
q23	SPSB4	141051402	141148611	3
q23	ZBTB38	141324213	141449792	3
q23	RASA2	141487047	141615342	3
q23	RNF7	141738204	141747560	3
q23	GRK7	141778148	141818490	3
q23	ATP1B3	141876124	141926514	3
q23	TFDP2	141944428	142149544	3
q23	GK5	142157527	142225607	3
q23	XRN1	142306607	142448062	3
q23	ATR	142449235	142578826	3
q23	PLS1	142596387	142713664	3
q23	TRPC1	142724074	142807888	3
q23	PCOLCE2	142815922	142889203	3
q23	PAQR9	142949164	142963682	3
q23	U2SURP	142964497	143060546	3
q24	CHST2	143119331	143124014	3
q24	SLC9A9	143265222	143848531	3
q24	C3orf58	143971798	144048719	3
q24	PLOD2	146069440	146163653	3
q24	PLSCR4	146192339	146251179	3
q24	PLSCR2	146391421	146495991	3
q24	PLSCR1	146515180	146544864	3
q24	PLSCR5	146576555	146606216	3
q24	ZIC4	147386046	147406860	3
q24	ZIC1	147393422	147510293	3
q24	AGTR1	148697784	148743008	3
q24	CPB1	148791102	148860187	3
q24	CPA3	148865256	148897196	3
q24	GYG1	148991341	149027668	3
q24	HLTF	149030127	149086554	3
q24	HPS3	149129584	149173732	3
q25.1	CP	149162410	149222055	3
q25.1	TM4SF18	149318498	149334414	3
q25.1	TM4SF1	149369022	149377865	3
q25.1	TM4SF4	149473974	149503281	3
q25.1	WWTR1	149517235	149736714	3
q25.1	WWTR1-AS1	149657020	149661364	3
q25.1	COMMD2	149738470	149752499	3
q25.1	ANKUB1	149761105	149968385	3
q25.1	RNF13	149812708	149962139	3
q25.1	PFN2	149964904	150050788	3
q25.1	TSC22D2	150408335	150466431	3
q25.1	SERP1	150541994	150603228	3
q25.1	EIF2A	150546678	150584242	3
q25.1	SIAH2	150741127	150763477	3
q25.1	CLRN1-AS1	150852484	151080726	3
q25.1	CLRN1	150926163	150972999	3
q25.1	MED12L	151085697	151437072	3
q25.1	GPR171	151197832	151203201	3
q25.1	P2RY14	151212117	151278467	3
q25.1	GPR87	151294086	151316952	3
q25.1	P2RY13	151326312	151329548	3
q25.1	P2RY12	151337380	151384812	3
q25.1	IGSF10	151425384	151458709	3
q25.1	AADACL2	151733916	151761339	3
q25.1	AADAC	151814037	151828488	3
q25.1	SUCNR1	151873643	151884619	3
q25.1	MBNL1	152243828	152465780	3
q25.2	P2RY1	152834693	152841439	3
q25.2	RAP2B	153162270	153170620	3
q25.2	C3orf79	153484495	153502697	3
q25.2	ARHGEF26-AS1	154024401	154121332	3
q25.2	ARHGEF26	154121003	154257827	3
q25.2	DHX36	154272546	154324497	3
q25.2	GPR149	154337672	154429715	3
q25.2	MME	155024124	155183729	3
q25.31	PLCH1	155375580	155745067	3
q25.31	C3orf33	155762617	155806351	3
q25.31	SLC33A1	155821024	155854429	3
q25.31	GMPS	155870536	155944026	3
q25.31	KCNAB1	156037701	156539138	3
q25.31	SSR3	156540140	156555184	3
q25.31	TIPARP-AS1	156671862	156674378	3
q25.31	TIPARP	156673235	156706770	3
q25.31	PA2G4P4	156809551	156810732	3
q25.31	LEKR1	156825481	157046129	3
q25.31	CCNL1	157146508	157160760	3
q25.32	VEPH1	157259742	157533619	3
q25.32	PTX3	157436789	157443628	3
q25.32	SHOX2	158095954	158106503	3
q25.32	RSRC1	158105855	158545730	3
q25.32	MLF1	158571163	158607252	3
q25.32	GFM1	158644278	158692575	3
q25.32	LXN	158645822	158672693	3
q25.32	RARRES1	158696892	158732696	3
q25.32	MFSD1	158732198	158829719	3
q25.32	IQCJ	158962928	159266307	3
q25.32	IQCJ-SCHIP1	159069433	159896774	3
q25.32	SCHIP1	159273821	159896774	3
q25.32	MIR3919	159282646	159282734	3
q25.33	SCHIP1	159839861	159897360	3
q25.33	IL12A	159988750	159996019	3
q25.33	C3orf80	160225636	160228213	3
q25.33	IFT80	160256986	160399880	3
q25.33	SMC4	160399274	160434962	3
q25.33	MIR15B	160404588	160404685	3
q25.33	MIR16-2	160404745	160404825	3
q25.33	TRIM59	160432445	160485773	3
q25.33	KPNA4	160494995	160565588	3
q25.33	SCARNA7	160514907	160515236	3
q25.33	ARL14	160677159	160678452	3
q25.33	PPM1L	160755602	161078907	3
q26.1	B3GALNT1	161083883	161105384	3
q26.1	NMD3	161104696	161253532	3
q26.1	SPTSSB	161344792	161372880	3
q26.1	OTOL1	161496808	161503942	3
q26.1	SI	164978898	165078495	3
q26.1	SLITRK3	165186720	165197109	3
q26.1	BCHE	165772904	165837472	3
q26.1	ZBBX	167240287	167381346	3
q26.1	SERPINI2	167441789	167479004	3
q26.1	WDR49	167478684	167653983	3
q26.1	PDCD10	167683298	167734939	3
q26.1	SERPINI1	167735243	167825568	3
q26.2	GOLIM4	168008677	168095975	3
q26.2	EGFEM1P	168249522	168830599	3
q26.2	MIR551B	168551854	168551949	3
q26.2	MECOM	169083499	169663618	3
q26.2	TERC	169764520	169765060	3
q26.2	MYNN	169772831	169789716	3
q26.2	LRRC34	169793428	169812986	3
q26.2	LRRIQ4	169821922	169837775	3
q26.2	LRRC31	169839179	169869930	3
q26.2	SAMD7	169911572	169939175	3
q26.2	SEC62	169966635	169998373	3
q26.2	GPR160	170037929	170085403	3
q26.2	PHC3	170086732	170181749	3
q26.2	PRKCI	170222365	170305981	3
q26.2	SKIL	170357678	170396835	3
q26.2	CLDN11	170418865	170860380	3
q26.2	SLC7A14	170459584	170586074	3
q26.2	RPL22L1	170864875	170870483	3
q26.2	EIF5A2	170888415	170908693	3
q26.2	SLC2A2	170996348	171026750	3
q26.31	TNIK	171061339	171460408	3
q26.2	MIR569	171106664	171106759	3
q26.31	PLD1	171600405	171810950	3
q26.31	TMEM212	171843349	171938715	3
q26.31	FNDC3B	172039628	172401665	3
q26.31	GHSR	172445133	172448456	3
q26.31	TNFSF10	172505508	172523507	3
q26.31	NCEH1	172630249	172711218	3
q26.31	ECT2	172750682	172821474	3
q26.31	SPATA16	172889358	173141268	3
q26.31	NLGN1	173396284	174286644	3
q26.31	NAALADL2	174438573	175810552	3
q26.31	MIR4789	175369540	175369621	3
q26.32	TBL1XR1	177019340	177228000	3
q26.32	KCNMB2	178272932	178844429	3
q26.32	ZMAT3	179017223	179072279	3
q26.32	PIK3CA	179148114	179240093	3
q26.32	KCNMB3	179236691	179267002	3
q26.33	ZNF639	179322991	179338583	3
q26.33	MFN1	179347692	179394931	3
q26.33	GNB4	179396089	179451590	3
q26.33	ACTL6A	179562880	179588408	3
q26.33	MRPL47	179588285	179604654	3
q26.33	NDUFB5	179604690	179627647	3
q26.33	USP13	179652755	179789401	3
q26.33	PEX5L	179794958	180037053	3
q26.33	TTC14	180602130	180617828	3
q26.33	CCDC39	180602858	180871005	3
q26.33	FXR1	180868141	180982753	3
q26.33	DNAJC19	180983709	180989774	3
q26.33	SOX2-OT	180989770	181836880	3
q26.33	SOX2	181711924	181714436	3
q26.33	ATP11B	182793500	182921635	3
q26.33	DCUN1D1	182938074	182985953	3
q27.1	MCCC1	183015218	183116075	3
q27.1	LAMP3	183122213	183163839	3
q27.1	MCF2L2	183178043	183428778	3
q27.1	B3GNT5	183253244	183298504	3
q27.1	KLHL6	183487531	183555689	3
q27.1	KLHL24	183635568	183684477	3
q27.1	YEATS2	183697818	183812625	3
q27.1	MAP6D1	183815876	183825594	3
q27.1	PARL	183829385	183884933	3
q27.1	ABCC5	183919934	184018015	3
q27.1	HTR3D	184031544	184039369	3
q27.1	HTR3C	184053047	184060671	3
q27.1	HTR3E	184097064	184106995	3
q27.1	EIF2B5	184135038	184145311	3
q27.1	DVL3	184155388	184173610	3
q27.1	AP2M1	184174689	184184091	3
q27.1	ABCF3	184186023	184194012	3
q27.1	VWA5B2	184230429	184242329	3
q27.1	MIR1224	184241405	184241489	3
q27.1	ALG3	184242301	184249548	3
q27.1	ECE2	184249650	184293031	3
q27.1	CAMK2N2	184259213	184261463	3
q27.1	PSMD2	184298709	184309054	3
q27.1	EIF4G1	184314495	184335358	3
q27.1	SNORD66	184325696	184325771	3
q27.1	FAM131A	184335926	184346275	3
q27.1	CLCN2	184346185	184361651	3
q27.1	POLR2H	184361718	184368596	3
q27.1	THPO	184371935	184378144	3
q27.1	CHRD	184380073	184390736	3
q27.1	EPHB3	184561784	184582409	3
q27.1	MAGEF1	184710367	184712002	3
q27.2	VPS8	184812143	185052614	3
q27.2	C3orf70	185078050	185153014	3
q27.2	EHHADH	185190624	185281990	3
q27.2	MAP3K13	185282941	185489097	3
q27.2	TMEM41A	185476496	185499057	3
q27.2	LIPH	185506262	185552613	3
q27.2	SENP2	185582496	185633551	3
q27.2	IGF2BP2	185643739	185825056	3
q27.2	TRA2B	185915906	185938136	3
q27.2	ETV5	186046308	186110318	3
q27.3	DGKG	186105668	186362237	3
q27.3	CRYGS	186538441	186546702	3
q27.3	TBCCD1	186546073	186570543	3
q27.3	DNAJB11	186567403	186585800	3
q27.3	AHSG	186612923	186621318	3
q27.3	FETUB	186635969	186653141	3
q27.3	HRG	186660216	186678240	3
q27.3	KNG1	186717276	186743954	3
q27.3	EIF4A2	186783205	186789900	3
q27.3	SNORD2	186784796	186784864	3
q27.3	SNORA81	186786675	186786852	3
q27.3	SNORA63	186787300	186787431	3
q27.3	SNORA4	186787612	186787749	3
q27.3	RFC4	186789880	186807058	3
q27.3	ADIPOQ	186842690	186858463	3
q27.3	ST6GAL1	186930485	187078553	3
q27.3	RPL39L	187120948	187180908	3
q27.3	RTP1	187197486	187201465	3
q27.3	MASP1	187217285	187292022	3
q27.3	RTP4	187368332	187372076	3
q27.3	SST	187668906	187670399	3
q27.3	RTP2	187698259	187702557	3
q27.3	BCL6	187721377	187745727	3
q27.3	LPP-AS2	188151206	188154057	3
q27.3	LPP	188153284	188890671	3
q28	TPRG1	188947214	189325304	3
q28	TP63	189631416	189897279	3
q28	MIR944	189829922	189830009	3
q28	CLDN1	190305701	190322475	3
q28	CLDN16	190322541	190412143	3
q28	TMEM207	190428655	190449876	3
q28	IL1RAP	190514051	190659750	3
q28	GMNC	190852877	190892429	3
q28	OSTN	191199241	191265615	3
q28	CCDC50	191329077	191398670	3
q28	PYDC2	191461163	191461456	3
q29	FGF12	192139395	192767764	3
q29	MB21D2	192796815	192918161	3
q29	HRASLS	193241125	193277738	3
q29	ATP13A5	193274790	193378843	3
q29	ATP13A4	193402077	193593111	3
q29	OPA1	193593144	193697823	3
q29	HES1	194136145	194138732	3
q29	CPN2	194339765	194351328	3
q29	LRRC15	194355247	194369743	3
q29	GP5	194394821	194398354	3
q29	ATP13A3	194402672	194498364	3
q29	TMEM44	194587673	194633689	3
q29	LSG1	194640788	194672477	3
q29	FAM43A	194686544	194689037	3
q29	XXYLT1	195068279	195271167	3
q29	ACAP2	195274736	195443078	3
q29	PPP1R2	195514425	195543386	3
q29	APOD	195568702	195584205	3
q29	SDHAP2	195658096	195685904	3
q29	MIR570	195699401	195699497	3
q29	MUC20	195720882	195741123	3
q29	MUC4	195746765	195812277	3
q29	TNK2	195863364	195911945	3
q29	SDHAP1	195959748	195990318	3
q29	TFRC	196027183	196082189	3
q29	ZDHHC19	196197449	196211437	3
q29	PCYT1A	196214222	196287957	3
q29	TCTEX1D2	196291219	196318299	3
q29	TM4SF19-TCTEX1D2	196316082	196338373	3
q29	TM4SF19	196319342	196338503	3
q29	UBXN7	196347662	196432474	3
q29	RNF168	196468783	196503768	3
q29	WDR53	196554177	196568674	3
q29	FBXO45	196568611	196589059	3
